States,County,Total Population,Hispanic Men,Hispanic Women,White Men,White Women,Black Men,Black Women,Native Men,Native Women,Asian Men,Asian Women,Pacific Men,Pacific Women,Others
Texas,Dimmit County,"10,822","4,574","4,785",690,732,1,1,0,0,8,8,0,0,23
Texas,Donley County,"3,433",181,181,"1,401","1,405",62,62,10,10,8,8,0,0,105
Texas,Duval County,"11,434","5,273","4,932",513,507,78,82,0,0,19,14,0,0,16
Texas,Eastland County,"18,278","1,482","1,432","7,455","7,133",203,200,35,35,22,19,0,0,262
Texas,Ector County,"155,744","46,361","45,083","27,022","26,669","3,295","3,150",139,137,813,790,12,12,"2,261"
Texas,Edwards County,"2,111",549,652,415,493,0,0,0,0,0,0,0,0,2
Texas,El Paso County,"834,825","334,488","351,517","51,800","51,906","12,804","12,389","1,159","1,128","4,350","4,335",332,359,"8,258"
Texas,Ellis County,"164,092","20,540","21,216","50,625","52,040","7,187","7,413",199,208,533,551,31,31,"3,518"
Texas,Erath County,"41,016","4,131","4,298","15,169","15,746",317,350,100,93,155,161,7,7,482
Texas,Falls County,"17,289","1,933","1,997","4,240","4,667","1,837","2,350",18,19,18,14,10,7,179
Texas,Fannin County,"33,787","2,031","1,541","13,892","12,930","1,272",909,72,66,125,94,9,6,840
Texas,Fayette County,"24,963","2,471","2,622","8,782","9,163",720,762,5,5,88,94,0,0,251
Texas,Fisher County,"3,875",551,603,"1,245","1,326",52,58,0,0,7,8,1,1,23
Texas,Floyd County,"5,953","1,680","1,759","1,105","1,151",70,76,5,5,7,6,0,0,89
Texas,Foard County,"1,414",161,143,570,506,16,14,0,0,0,0,0,0,4
Texas,Fort Bend County,"711,421","84,601","87,322","120,591","123,727","70,249","73,533",646,661,"67,039","69,680",57,59,"13,256"
Texas,Franklin County,"10,639",740,735,"4,331","4,133",229,251,30,27,2,2,5,5,149
Texas,Freestone County,"19,646","1,509","1,374","6,938","6,321","1,598","1,557",15,11,31,37,0,0,255
Texas,Frio County,"19,110","8,934","6,066","1,841","1,294",408,267,0,0,71,44,0,0,185
Texas,Gaines County,"19,889","4,123","3,938","5,641","5,551",224,222,13,13,43,45,4,4,68
Texas,Galveston County,"321,184","38,018","38,724","92,206","94,121","19,570","20,658",399,414,"5,233","5,378",49,57,"6,357"
Texas,Garza County,"6,739","2,359","1,279","1,769",959,196,106,4,2,26,14,0,0,25
Texas,Gillespie County,"25,939","2,866","2,982","9,550","10,060",10,9,2,2,15,14,0,0,429
Texas,Glasscock County,"1,420",321,254,470,373,0,0,0,0,0,0,0,0,2
Texas,Goliad County,"7,510","1,340","1,335","2,217","2,183",203,196,0,0,5,6,0,0,25
Texas,Gonzales County,"20,558","5,201","5,087","4,425","4,274",663,700,7,7,18,15,2,1,158
Texas,Gray County,"22,962","3,343","3,059","7,827","6,971",556,421,104,96,91,66,10,8,410
Texas,Grayson County,"126,146","7,856","8,123","47,016","49,317","3,363","3,622",776,811,798,834,25,30,"3,575"
Texas,Gregg County,"123,402","11,112","11,314","34,835","37,110","12,310","12,460",180,194,814,836,27,35,"2,175"
Texas,Grimes County,"27,358","3,678","2,783","8,499","7,548","2,519","1,730",41,26,19,5,0,0,510
Texas,Guadalupe County,"150,889","27,870","28,407","38,389","39,094","5,180","5,470",144,152,"1,202","1,273",16,16,"3,676"
Texas,Hale County,"34,527","10,331","9,954","6,335","5,594",815,696,14,9,39,37,3,3,697
Texas,Hall County,"3,102",530,530,879,878,114,114,1,1,7,7,0,0,41
Texas,Hamilton County,"8,220",492,490,"3,450","3,542",26,27,28,28,7,7,0,0,123
Texas,Hansford County,"5,532","1,279","1,288","1,472","1,476",1,1,2,2,0,0,0,0,11
Texas,Hardeman County,"3,990",415,434,"1,337","1,399",134,140,7,8,9,10,0,0,97
Texas,Hardin County,"55,993","1,445","1,543","23,853","24,849","1,495","1,641",69,68,127,132,12,11,748
Texas,Harris County,"4,525,519","959,853","949,984","686,634","699,224","410,200","427,204","3,904","3,938","151,699","154,710","1,214","1,241","75,714"
Texas,Harrison County,"66,606","4,136","4,322","20,861","21,631","6,797","7,383",96,106,230,237,14,11,782
Texas,Hartley County,"5,821",923,601,"2,100","1,369",296,192,0,0,49,32,0,0,259
Texas,Haskell County,"5,806",905,700,"2,129","1,690",99,80,17,12,23,17,0,0,134
Texas,Hays County,"194,843","36,559","37,016","53,763","53,919","3,299","3,463",206,212,"1,216","1,262",44,43,"3,841"
Texas,Hemphill County,"4,152",695,765,"1,221","1,344",13,15,7,8,5,6,0,0,73
Texas,Henderson County,"79,687","4,730","4,908","30,588","32,291","2,566","2,644",337,342,252,277,22,24,706
Texas,Hidalgo County,"839,539","375,843","394,851","27,480","27,781","2,031","1,427",294,304,"3,886","3,997",52,51,"1,542"
Texas,Hill County,"35,098","3,484","3,520","12,375","12,648","1,086","1,114",39,39,48,51,32,34,628
Texas,Hockley County,"23,273","5,388","5,528","5,494","5,611",420,423,64,65,22,22,4,5,227
Texas,Hood County,"55,418","3,231","3,405","23,074","23,909",194,177,233,236,210,225,0,0,524
Texas,Hopkins County,"35,929","2,856","2,994","13,111","13,460","1,127","1,249",34,38,123,127,13,14,783
Texas,Houston County,"22,849","1,357","1,073","7,544","6,605","3,069","2,613",23,12,42,43,0,0,468
Texas,Howard County,"36,491","9,038","5,978","9,700","8,555","1,124",759,136,106,148,133,20,3,791
Texas,Hudspeth County,"3,702","1,443","1,459",340,344,27,27,0,0,22,22,0,0,18
Texas,Hunt County,"90,322","6,656","7,161","32,664","33,121","3,332","3,696",326,367,515,545,21,21,"1,897"
Texas,Hutchinson County,"21,704","2,437","2,442","7,732","7,736",209,212,139,136,57,57,29,38,480
Texas,Irion County,"1,592",195,169,617,535,27,23,0,0,0,0,0,0,26
Texas,Jack County,"8,839",787,648,"3,853","3,034",258,134,18,14,6,4,0,0,83
Texas,Jackson County,"14,756","2,325","2,429","4,288","4,476",506,538,0,0,22,24,5,6,137
Texas,Jasper County,"35,444","1,146","1,138","13,090","13,387","2,795","3,122",22,26,88,89,0,0,541
Texas,Jeff Davis County,"2,236",387,422,651,710,7,8,1,1,16,17,0,0,16
Texas,Jefferson County,"254,574","26,421","23,235","54,385","51,685","43,015","42,802",317,263,"4,642","4,566",49,50,"3,144"
Texas,Jim Hogg County,"5,262","2,461","2,475",152,154,0,0,0,0,0,0,0,0,20
Texas,Jim Wells County,"41,318","16,172","16,979","3,669","3,880",100,110,18,16,105,127,22,23,97
Texas,Johnson County,"160,173","16,447","15,999","58,482","59,434","2,284","2,197",330,326,603,613,292,292,"2,874"
Texas,Jones County,"19,969","3,826","1,596","5,669","5,260","2,597",286,16,4,55,0,0,0,660
Texas,Karnes County,"15,051","4,770","3,189","3,249","2,434",882,433,9,4,6,3,0,0,72
Texas,Kaufman County,"114,852","11,204","11,606","37,577","38,885","5,756","6,159",251,240,600,632,33,35,"1,874"
Texas,Kendall County,"40,306","4,546","4,740","14,355","15,300",135,141,4,5,136,145,19,20,760
Texas,Kenedy County,564,247,251,31,32,0,0,0,0,0,0,0,0,3
Texas,Kent County,680,67,79,239,284,2,2,1,2,0,0,0,0,4
Texas,Kerr County,"50,761","6,460","6,803","17,113","18,345",344,368,49,53,244,244,8,9,721
Texas,Kimble County,"4,432",503,544,"1,593","1,700",0,0,10,11,0,0,0,0,71
Texas,King County,289,39,36,110,102,0,0,0,0,0,0,0,0,2
Texas,Kinney County,"3,631","1,380",863,851,532,2,1,0,0,0,0,0,0,2
Texas,Kleberg County,"31,540","11,724","11,095","3,451","3,165",581,507,19,16,328,299,0,0,355
Texas,Knox County,"3,753",633,620,"1,108","1,119",114,109,2,2,2,1,0,0,43
Texas,La Salle County,"7,418","3,473","2,453",765,540,52,36,0,0,4,3,0,0,92
Texas,Lamar County,"49,401","1,789","1,887","17,948","19,077","2,891","3,193",69,73,201,229,72,72,"1,900"
Texas,Lamb County,"13,368","3,822","3,520","2,644","2,671",243,238,21,17,35,34,0,0,123
Texas,Lampasas County,"20,473","1,947","1,988","7,385","7,525",309,308,43,43,108,108,103,104,502
Texas,Lavaca County,"19,859","1,708","1,874","7,159","7,587",623,685,3,4,33,36,0,0,147
Texas,Lee County,"16,850","1,977","1,936","5,368","5,355",944,906,0,0,73,69,0,0,222
Texas,Leon County,"16,966","1,175","1,224","6,516","6,460",605,608,45,48,62,61,16,15,131
Texas,Liberty County,"79,884","8,637","8,836","26,110","26,457","3,808","4,146",128,131,230,225,2,5,"1,169"
Texas,Limestone County,"23,480","2,612","2,373","7,032","6,866","2,190","1,938",30,30,73,79,0,0,257
Texas,Lipscomb County,"3,495",564,479,"1,238","1,068",6,4,12,10,12,10,0,0,92
Texas,Live Oak County,"12,043","2,601","2,065","3,676","3,263",187,106,0,0,52,27,0,0,66
Texas,Llano County,"20,195",972,"1,003","8,564","9,019",67,76,13,14,37,39,0,0,391
Texas,Loving County,74,6,5,28,26,0,0,2,1,0,0,0,0,6
Texas,Lubbock County,"298,042","50,393","52,307","80,533","81,867","9,933","10,464",511,503,"3,030","3,034",98,100,"5,269"
Texas,Lynn County,"5,785","1,392","1,332","1,457","1,395",40,36,14,13,7,7,0,0,92
Texas,Madison County,"13,979","2,091","1,038","4,348","3,444","1,771",653,6,8,86,71,22,2,439
Texas,Marion County,"10,140",190,201,"3,574","3,608","1,178","1,219",16,17,0,0,7,8,122
Texas,Martin County,"5,547","1,280","1,218","1,538","1,436",17,16,11,11,0,0,2,2,16
Texas,Mason County,"4,122",527,471,"1,587","1,373",0,0,6,6,53,48,0,0,51
Texas,Matagorda County,"36,744","7,501","7,716","8,212","8,280","1,885","1,840",79,70,348,372,20,19,402
Texas,Maverick County,"57,471","27,172","27,592",755,752,58,58,334,334,122,131,16,15,132
Texas,McCulloch County,"8,145","1,309","1,258","2,604","2,458",78,81,0,0,0,0,0,0,357
Texas,McLennan County,"245,720","30,948","32,020","68,137","71,281","16,690","18,124",208,229,"1,783","1,879",12,16,"4,393"
Texas,McMullen County,600,162,140,156,135,0,0,2,2,0,0,0,0,3
Texas,Medina County,"48,548","12,791","12,090","11,147","10,469",653,473,76,77,167,132,2,3,468
Texas,Menard County,"2,123",432,359,683,568,6,5,6,5,0,0,0,0,59
Texas,Midland County,"159,883","34,723","34,372","37,989","37,621","4,709","4,644",293,304,"1,453","1,434",37,40,"2,264"
Texas,Milam County,"24,479","3,130","3,174","7,660","7,738","1,041","1,011",14,13,60,58,0,0,580
Texas,Mills County,"4,887",407,482,"1,853","2,114",5,5,0,0,1,1,0,0,19
Texas,Mitchell County,"8,774","2,165","1,282","2,566","1,703",588,315,17,11,23,12,0,0,92
Texas,Montague County,"19,406",991,"1,075","8,232","8,515",19,17,24,22,9,9,0,0,493
Texas,Montgomery County,"535,187","61,254","61,654","179,436","183,667","11,836","12,021",355,367,"7,312","7,441",227,242,"9,375"
Texas,Moore County,"22,016","6,194","5,719","3,872","3,530",362,335,30,29,896,835,0,0,214
Texas,Morris County,"12,530",537,608,"3,947","4,208","1,403","1,548",20,25,4,4,3,4,219
Texas,Motley County,"1,114",93,87,439,412,20,18,0,0,0,0,0,0,45
Texas,Nacogdoches County,"65,411","5,985","6,382","18,866","20,324","5,187","6,023",82,86,501,558,0,0,"1,417"
Texas,Navarro County,"48,239","6,240","6,397","13,566","14,054","3,097","3,222",71,75,146,144,248,248,731
Texas,Newton County,"14,187",253,235,"5,470","4,965","1,590","1,435",14,13,6,5,0,0,201
Texas,Nolan County,"14,990","2,802","2,644","4,318","4,225",369,362,29,27,22,19,0,0,173
Texas,Nueces County,"358,484","110,823","114,921","54,078","54,567","6,366","6,463",388,394,"3,342","3,422",105,111,"3,504"
Texas,Ochiltree County,"10,484","2,813","2,736","2,398","2,260",9,9,35,33,9,7,0,0,175
Texas,Oldham County,"2,083",187,135,915,663,67,48,0,0,1,0,0,0,67
Texas,Orange County,"83,909","2,972","2,945","33,773","34,481","3,372","3,543",116,114,456,469,1,1,"1,666"
Texas,Palo Pinto County,"28,109","2,729","2,803","10,494","10,703",333,339,84,88,83,87,11,10,345
Texas,Panola County,"23,574",975,"1,030","8,574","8,734","1,880","1,959",6,6,67,75,5,5,258
Texas,Parker County,"125,963","7,157","7,284","52,845","53,506",789,837,304,306,298,305,25,26,"2,281"
Texas,Parmer County,"9,871","3,182","2,978","1,759","1,709",80,80,7,6,10,10,0,0,50
Texas,Pecos County,"15,804","6,082","4,737","2,392","1,700",437,212,54,28,37,26,7,3,89
Texas,Polk County,"46,974","3,916","3,020","17,646","15,665","2,780","2,110",342,353,140,143,39,22,798
Texas,Potter County,"121,230","23,138","22,386","27,996","26,725","6,218","5,055",163,138,"3,368","2,940",41,39,"3,023"
Texas,Presidio County,"7,191","2,894","2,961",486,489,0,0,0,0,175,179,0,0,7
Texas,Rains County,"11,246",505,469,"4,894","4,756",88,83,57,48,5,4,0,0,337
Texas,Randall County,"130,552","12,940","13,344","47,009","48,799","1,798","1,786",255,257,934,960,49,50,"2,371"
Texas,Reagan County,"3,735","1,392","1,226",573,505,13,12,0,0,0,0,0,0,14
Texas,Real County,"3,358",307,357,"1,242","1,444",3,3,0,0,0,0,0,0,2
Texas,Red River County,"12,353",419,477,"4,250","4,785","1,015","1,161",13,14,0,0,0,0,219
Texas,Reeves County,"14,791","6,708","4,385","1,598","1,094",427,232,27,25,97,68,0,0,130
Texas,Refugio County,"7,293","1,780","1,843","1,549","1,534",173,185,3,3,1,1,0,0,221
Texas,Roberts County,889,29,35,366,439,0,0,0,0,1,1,0,0,18
Texas,Robertson County,"16,727","1,696","1,683","4,799","4,881","1,620","1,677",18,18,23,23,9,9,271
Texas,Rockwall County,"90,414","7,652","7,757","32,026","33,310","2,687","2,731",96,102,"1,072","1,108",0,0,"1,873"
Texas,Runnels County,"10,266","1,720","1,751","3,133","3,258",67,67,18,18,51,57,0,0,126
Texas,Rusk County,"53,026","4,508","4,042","17,943","16,349","4,748","4,264",52,48,128,105,0,0,839
Texas,Sabine County,"10,429",209,208,"4,503","4,474",394,390,0,0,4,4,0,0,243
Texas,San Augustine County,"8,403",286,295,"2,880","2,900",841,902,63,64,0,0,0,0,172
Texas,San Jacinto County,"27,436","1,696","1,740","10,157","10,375","1,444","1,482",63,65,0,0,0,0,414
Texas,San Patricio County,"66,867","19,087","18,896","13,208","13,121",503,480,56,54,338,326,8,8,782
Texas,San Saba County,"5,851",874,863,"1,927","1,894",81,79,0,0,0,0,0,0,133
Texas,Schleicher County,"3,122",814,802,749,739,4,4,0,0,1,1,0,0,8
Texas,Scurry County,"17,346","3,805","3,078","4,991","4,309",441,340,10,9,20,18,0,0,325
Texas,Shackelford County,"3,348",196,195,"1,435","1,430",3,3,5,5,3,3,0,0,70
Texas,Shelby County,"25,689","2,244","2,326","7,980","7,980","2,353","2,477",20,20,64,71,10,9,135
Texas,Sherman County,"3,067",688,639,887,824,4,4,3,2,0,0,0,0,16
Texas,Smith County,"222,277","20,410","21,684","64,787","69,294","18,602","20,098",340,347,"1,662","1,828",100,124,"3,001"
Texas,Somervell County,"8,650",789,856,"3,269","3,535",26,27,13,13,0,0,23,24,75
Texas,Starr County,"63,420","30,550","32,335",193,197,11,11,4,4,28,30,0,0,57
Texas,Stephens County,"9,365","1,060","1,110","3,537","3,215",106,94,34,24,21,22,0,0,142
Texas,Sterling County,"1,139",248,216,348,304,1,1,0,0,0,0,0,0,21
Texas,Stonewall County,"1,084",125,120,402,384,19,18,0,0,0,0,0,0,16
Texas,Sutton County,"3,894","1,263","1,049",833,692,2,1,0,0,0,0,21,17,16
Texas,Swisher County,"7,541","1,648","1,602","1,925","1,655",223,203,25,15,7,5,2,2,229
Texas,Tarrant County,"1,983,675","276,559","282,111","467,310","491,434","149,679","158,585","2,600","2,668","49,419","50,821","1,561","1,689","49,239"
Texas,Taylor County,"135,371","15,714","16,461","42,665","44,663","4,974","5,018",309,345,"1,292","1,294",32,35,"2,569"
Texas,Terrell County,721,200,204,118,120,11,11,2,2,0,0,0,0,53
Texas,Terry County,"12,755","3,716","3,140","2,630","2,570",346,245,13,11,0,0,0,0,84
Texas,Throckmorton County,"1,541",111,132,581,689,0,0,0,0,2,2,0,0,24
Texas,Titus County,"32,664","6,764","6,978","7,409","7,705","1,464","1,498",35,36,118,129,0,0,528
Texas,Tom Green County,"116,906","22,282","23,103","31,555","31,915","2,335","2,330",104,98,647,674,21,21,"1,821"
Texas,Travis County,"1,176,584","203,366","194,845","290,333","289,735","46,521","45,930",919,889,"37,248","36,999",207,214,"29,378"
Texas,Trinity County,"14,481",655,687,"5,453","5,997",699,682,19,22,22,27,0,0,218
Texas,Tyler County,"21,456",967,587,"9,114","7,968","1,360",949,8,6,46,26,0,0,425
Texas,Upshur County,"40,506","1,619","1,640","16,188","16,507","1,756","1,843",149,145,42,46,0,0,571
Texas,Upton County,"3,575",860,916,759,776,115,122,2,2,4,5,0,0,14
Texas,Uvalde County,"27,015","9,374","9,782","3,545","3,771",17,18,50,55,138,137,0,0,128
Texas,Val Verde County,"48,976","20,122","19,723","4,023","3,778",279,258,37,33,137,127,20,23,416
Texas,Van Zandt County,"53,607","2,699","2,808","22,191","22,997",670,727,138,147,120,123,27,30,930
Texas,Victoria County,"91,518","20,565","21,558","20,390","21,171","2,614","2,706",68,66,458,501,0,0,"1,421"
Texas,Walker County,"70,818","7,737","4,848","23,198","17,119","9,624","6,561",132,108,412,427,5,1,646
Texas,Waller County,"48,443","7,253","6,969","10,495","10,357","5,818","6,212",13,17,163,189,7,14,936
Texas,Ward County,"11,498","3,025","2,972","2,388","2,365",276,270,31,31,15,15,0,0,110
Texas,Washington County,"34,667","2,649","2,719","11,057","11,273","2,965","2,906",45,45,288,318,21,16,365
Texas,Webb County,"269,624","125,706","131,731","4,570","4,771",342,364,69,76,645,674,11,14,651
Texas,Wharton County,"41,430","8,142","8,527","9,196","9,554","2,865","2,851",11,12,18,15,0,0,239
Texas,Wheeler County,"5,599",755,727,"1,960","1,861",78,70,2,2,3,3,6,6,126
Texas,Wichita County,"131,778","12,946","11,449","44,435","42,669","7,093","5,904",353,396,"1,438","1,199",20,22,"3,854"
Texas,Wilbarger County,"12,972","1,799","1,905","3,826","3,874",520,510,48,46,67,50,0,0,327
Texas,Willacy County,"21,839","10,377","8,829","1,312","1,099",88,50,1,1,12,7,1,1,61
Texas,Williamson County,"508,313","60,071","62,247","152,353","157,240","14,932","15,346",448,463,"15,084","15,472",154,162,"14,341"
Texas,Wilson County,"47,205","9,225","9,254","13,714","13,489",311,313,39,39,75,82,15,13,636
Texas,Winkler County,"7,777","2,344","2,270","1,476","1,390",89,90,32,33,0,0,0,0,53
Texas,Wise County,"63,247","5,870","5,974","24,691","24,316",373,367,116,115,148,151,57,49,"1,020"
Texas,Wood County,"43,315","2,063","2,091","17,918","18,103","1,163","1,215",121,126,17,17,16,15,450
Texas,Yoakum County,"8,481","2,782","2,730","1,425","1,387",0,0,6,6,2,1,0,0,142
Texas,Young County,"18,166","1,596","1,683","7,037","7,264",135,134,45,45,36,37,0,0,154
Texas,Zapata County,"14,415","6,755","6,802",384,368,0,0,0,0,49,53,0,0,4
Texas,Zavala County,"12,152","5,738","5,628",356,299,29,25,5,4,2,1,0,0,65
Utah,Beaver County,"6,414",360,339,"2,919","2,764",0,0,3,3,7,7,0,0,12
Utah,Box Elder County,"52,182","2,386","2,363","23,074","22,459",129,123,273,258,194,188,21,22,692
Utah,Cache County,"120,288","6,362","6,252","50,422","50,356",429,403,226,221,"1,253","1,274",216,209,"2,665"
Utah,Carbon County,"20,512","1,328","1,372","8,418","8,658",61,74,85,85,34,42,15,18,322
Utah,Daggett County,702,14,9,403,262,0,0,3,2,0,0,0,0,9
Utah,Davis County,"334,977","15,507","15,331","142,334","140,579","2,088","2,026",529,532,"3,040","2,987","1,018",991,"8,015"
Utah,Duchesne County,"20,259",832,810,"8,817","8,468",15,15,405,401,44,44,42,41,325
Utah,Emery County,"10,410",325,318,"4,852","4,660",6,6,37,36,30,29,1,1,109
Utah,Garfield County,"5,020",148,133,"2,357","2,138",0,0,70,65,4,3,12,10,80
Utah,Grand County,"9,544",483,471,"4,246","4,158",12,12,56,55,19,18,0,0,14
Utah,Iron County,"48,504","2,046","2,049","20,806","21,057",110,119,591,596,131,128,10,10,851
Utah,Juab County,"10,694",249,236,"5,075","4,807",12,12,47,44,5,5,9,9,184
Utah,Kane County,"7,246",160,163,"3,353","3,292",5,4,47,44,15,14,5,4,140
Utah,Millard County,"12,651",836,804,"5,378","5,152",21,19,65,60,52,48,4,4,208
Utah,Morgan County,"11,014",151,140,"5,351","5,147",20,18,0,0,35,32,5,4,111
Utah,Piute County,"1,860",34,32,925,856,1,1,0,0,0,0,0,0,11
Utah,Rich County,"2,307",99,106,990,"1,060",1,1,0,0,0,0,0,0,50
Utah,Salt Lake County,"1,106,700","100,059","97,950","399,384","397,922","9,140","9,027","3,485","3,242","21,359","21,056","8,238","8,217","27,621"
Utah,San Juan County,"15,193",406,399,"3,382","3,307",12,11,"3,636","3,611",38,36,41,38,276
Utah,Sanpete County,"28,892","1,589","1,159","12,992","11,864",162,95,161,128,65,52,77,68,480
Utah,Sevier County,"20,961",534,502,"9,894","9,395",39,37,160,153,21,19,20,18,169
Utah,Summit County,"39,731","2,344","2,166","17,363","16,322",132,124,47,44,329,310,4,4,542
Utah,Tooele County,"63,357","3,858","3,752","26,624","26,229",150,151,244,246,245,231,165,160,"1,302"
Utah,Uintah County,"36,343","1,518","1,470","15,152","14,612",82,78,"1,320","1,360",93,90,23,22,523
Utah,Utah County,"576,496","33,109","32,287","241,315","237,051","1,467","1,442","1,159","1,123","4,115","4,145","2,210","2,136","14,937"
