States,County,Total Population,Hispanic Men,Hispanic Women,White Men,White Women,Black Men,Black Women,Native Men,Native Women,Asian Men,Asian Women,Pacific Men,Pacific Women,Others
Colorado,Archuleta County,"12,592","1,187","1,115","4,902","4,755",66,69,130,136,44,44,0,0,144
Colorado,Baca County,"3,581",182,194,"1,484","1,583",24,27,17,18,0,0,0,0,52
Colorado,Bent County,"5,806","1,205",652,"2,290","1,239",229,124,18,10,15,8,0,0,16
Colorado,Boulder County,"316,782","21,732","21,755","124,385","123,166","1,240","1,219",310,313,"7,157","6,992",90,88,"8,335"
Colorado,Broomfield County,"64,283","3,875","3,872","24,727","25,149",326,329,99,97,"2,056","2,077",0,0,"1,676"
Colorado,Chaffee County,"18,818","1,033",854,"8,532","7,514",184,114,43,31,75,69,0,0,369
Colorado,Cheyenne County,"2,127",161,155,868,832,0,0,0,0,33,32,1,1,44
Colorado,Clear Creek County,"9,257",290,274,"4,271","4,044",38,40,4,3,40,37,10,9,197
Colorado,Conejos County,"8,147","2,179","2,175","1,795","1,778",14,14,61,60,2,2,4,4,59
Colorado,Costilla County,"3,628","1,257","1,056",620,541,7,5,1,0,28,25,0,0,88
Colorado,Crowley County,"5,514","1,151",540,"2,341","1,099",161,75,41,19,15,7,0,0,65
Colorado,Custer County,"4,505",101,106,"1,973","2,067",55,57,22,23,0,0,2,2,97
Colorado,Delta County,"30,217","2,304","2,214","12,355","12,301",112,81,143,131,135,99,0,0,342
Colorado,Denver County,"678,467","104,184","102,772","181,424","182,126","30,761","31,262","1,689","1,710","11,987","11,855",355,322,"18,020"
Colorado,Dolores County,"1,736",43,36,863,721,0,0,7,6,0,0,0,0,60
Colorado,Douglas County,"320,940","13,322","13,373","133,051","134,249","1,693","1,695",216,214,"6,971","7,061",86,82,"8,927"
Colorado,Eagle County,"53,726","8,550","7,317","19,083","17,069",225,171,114,92,249,213,24,19,600
Colorado,El Paso County,"674,826","56,247","54,954","237,283","234,371","19,889","19,113","1,206","1,165","9,160","9,018","1,197","1,198","30,025"
Colorado,Elbert County,"24,553",814,783,"11,110","10,830",78,71,61,58,73,75,0,0,600
Colorado,Fremont County,"46,601","4,339","1,710","19,707","17,322","2,026",84,397,60,191,128,23,1,613
Colorado,Garfield County,"57,945","8,212","8,057","20,163","19,615",108,102,132,135,232,226,0,0,963
Colorado,Gilpin County,"5,793",285,247,"2,679","2,314",18,16,40,34,9,8,0,0,143
Colorado,Grand County,"14,793",640,555,"6,949","5,898",29,23,2,2,155,119,59,44,318
Colorado,Gunnison County,"16,215",808,663,"7,673","6,498",21,16,68,54,47,38,7,5,317
Colorado,Hinsdale County,820,23,26,349,396,0,0,6,6,0,0,0,0,14
Colorado,Huerfano County,"6,498","1,154","1,099","2,036","2,130",6,6,10,9,3,3,0,0,42
Colorado,Jackson County,"1,372",164,169,506,521,0,0,2,2,0,0,0,0,8
Colorado,Jefferson County,"564,029","42,320","43,030","220,599","222,922","2,804","2,716","1,325","1,139","7,440","7,464",157,150,"11,963"
Colorado,Kiowa County,"1,368",30,29,604,599,4,4,0,0,0,0,0,0,98
Colorado,Kit Carson County,"7,846",858,649,"3,331","2,650",141,104,6,4,15,12,24,17,35
Colorado,La Plata County,"54,469","3,430","3,410","21,705","21,340",124,121,"1,407","1,422",160,159,11,10,"1,170"
Colorado,Lake County,"7,481","1,420","1,116","2,586","2,223",5,4,0,0,26,21,0,0,80
Colorado,Larimer County,"330,976","18,485","18,459","137,084","138,125","1,407","1,407",737,751,"3,268","3,336",122,126,"7,669"
Colorado,Las Animas County,"14,151","3,054","2,945","3,902","3,550",62,46,148,139,56,57,0,0,192
Colorado,Lincoln County,"5,520",860,393,"2,245","1,417",349,146,36,19,5,4,10,4,32
Colorado,Logan County,"21,885","1,839","1,553","9,121","7,954",140,107,85,67,104,99,0,0,816
Colorado,Mesa County,"148,798","10,375","10,765","60,119","61,490",492,492,421,429,515,524,71,76,"3,029"
Colorado,Mineral County,834,54,50,362,336,6,6,0,0,1,1,0,0,18
Colorado,Moffat County,"13,056","1,012",933,"5,505","5,120",63,61,34,32,4,4,42,35,211
Colorado,Montezuma County,"25,770","1,559","1,586","9,378","9,451",19,23,"1,359","1,683",8,9,15,15,665
Colorado,Montrose County,"40,908","4,102","4,254","15,399","15,769",77,79,100,104,140,145,58,63,618
Colorado,Morgan County,"28,123","5,005","5,042","8,279","8,372",404,414,33,36,76,68,13,13,368
Colorado,Otero County,"18,325","3,725","3,879","4,863","5,112",61,67,45,46,86,88,77,77,199
Colorado,Ouray County,"4,653",125,139,"2,033","2,270",0,0,6,7,10,12,2,2,47
Colorado,Park County,"16,900",509,478,"8,023","7,130",8,6,92,83,92,76,63,59,281
Colorado,Phillips County,"4,327",450,418,"1,741","1,605",4,4,7,6,7,7,0,0,78
Colorado,Pitkin County,"17,747",903,837,"8,042","7,163",116,96,16,16,122,119,0,0,317
Colorado,Prowers County,"12,084","2,286","2,202","3,652","3,599",23,22,10,9,39,37,0,0,205
Colorado,Pueblo County,"163,368","34,337","35,416","41,951","43,653","1,359","1,198",391,408,545,567,63,65,"3,415"
Colorado,Rio Blanco County,"6,557",330,320,"2,936","2,854",9,8,3,3,2,2,4,3,83
Colorado,Rio Grande County,"11,430","2,582","2,515","2,960","3,000",15,11,96,95,13,13,8,8,114
Colorado,Routt County,"24,359",875,802,"11,368","10,492",98,85,59,54,134,116,1,0,275
Colorado,Saguache County,"6,338","1,162","1,184","1,828","1,861",0,0,30,30,33,34,0,0,176
Colorado,San Juan County,569,40,35,259,230,0,0,1,1,0,0,0,0,3
Colorado,San Miguel County,"7,804",402,367,"3,608","3,170",7,5,16,13,39,38,0,0,139
Colorado,Sedgwick County,"2,357",131,132,970,974,15,15,5,5,17,17,0,0,76
Colorado,Summit County,"29,722","2,285","1,873","13,288","11,061",152,102,39,38,61,62,21,21,719
Colorado,Teller County,"23,769",745,724,"10,658","10,601",76,76,40,43,122,119,0,0,565
Colorado,Washington County,"4,809",232,227,"2,185","2,033",23,21,6,5,11,11,0,0,55
Colorado,Weld County,"285,729","41,912","40,910","95,229","94,432","1,448","1,458",560,529,"1,857","1,832",118,117,"5,327"
Colorado,Yuma County,"10,109","1,134","1,156","3,790","3,855",21,22,13,13,0,0,0,0,105
Connecticut,Fairfield County,"947,328","88,343","91,844","289,453","305,689","47,959","50,791",620,684,"23,489","24,756",124,132,"23,444"
Connecticut,Hartford County,"897,417","75,315","79,443","273,009","287,755","54,796","59,729",623,663,"21,776","23,217",89,103,"20,899"
Connecticut,Litchfield County,"184,454","5,238","5,222","81,455","83,482","1,408","1,403",131,133,"1,733","1,738",3,3,"2,505"
Connecticut,Middlesex County,"164,110","4,701","4,874","67,696","70,777","3,935","4,083",72,77,"2,281","2,455",0,0,"3,159"
Connecticut,New Haven County,"862,127","71,130","77,147","267,287","285,539","50,694","54,784",368,381,"16,116","17,391",50,52,"21,188"
Connecticut,New London County,"270,772","13,590","13,543","103,173","103,040","7,098","6,936",607,578,"5,498","5,572",26,28,"11,083"
Connecticut,Tolland County,"151,596","4,135","3,693","64,545","64,955","2,527","1,870",19,18,"3,356","3,321",2,3,"3,152"
Connecticut,Windham County,"116,674","6,253","6,659","48,583","48,826",979,"1,104",11,11,737,763,6,6,"2,736"
Delaware,Kent County,"173,145","5,743","6,031","52,484","56,096","19,981","21,733",462,494,"1,638","1,771",22,22,"6,668"
Delaware,New Castle County,"555,036","25,649","27,331","157,728","167,074","64,229","69,211",535,564,"14,502","15,487",61,63,"12,602"
Delaware,Sussex County,"215,551","9,774","10,030","78,153","83,141","12,564","13,540",342,401,"1,220","1,275",12,12,"5,087"
District of Columbia,District of Columbia,"672,391","34,861","36,762","116,436","125,302","146,546","168,447",519,580,"12,011","12,920",118,117,"17,772"
Florida,Alachua County,"259,865","11,587","12,423","78,400","82,697","24,577","26,906",346,372,"7,260","7,914",57,64,"7,262"
Florida,Baker County,"27,537",349,294,"11,750","10,798","2,030","1,757",55,50,94,98,4,3,255
Florida,Bay County,"180,117","5,362","5,425","69,311","69,857","9,458","9,855",634,648,"2,081","2,031",19,18,"5,418"
Florida,Bradford County,"26,775",574,439,"11,022","8,923","2,782","2,320",53,35,86,73,5,3,460
Florida,Brevard County,"568,183","26,732","28,205","209,304","218,267","26,792","28,649",720,767,"6,550","6,753",205,216,"15,023"
Florida,Broward County,"1,890,416","260,752","274,854","354,419","366,434","248,691","269,244","1,508","1,558","31,976","33,988",385,423,"46,184"
Florida,Calhoun County,"14,458",472,359,"5,942","5,171","1,090",755,69,62,64,44,0,0,430
Florida,Charlotte County,"173,236","5,873","5,967","71,162","75,092","4,643","4,804",201,222,961,"1,041",27,32,"3,211"
Florida,Citrus County,"141,373","3,581","3,915","60,694","64,570","1,945","1,990",224,231,"1,098","1,192",3,4,"1,926"
Florida,Clay County,"203,291","9,204","9,626","74,483","76,249","9,448","10,059",117,116,"2,985","3,122",85,89,"7,708"
Florida,Collier County,"356,774","48,915","47,986","110,101","116,823","12,405","11,981",336,333,"2,135","2,263",0,0,"3,496"
Florida,Columbia County,"68,484","2,107","1,868","25,457","24,552","6,618","5,436",64,45,309,324,17,18,"1,669"
Florida,DeSoto County,"35,675","6,405","4,479","10,997","8,782","2,498","2,054",32,23,33,25,24,18,305
Florida,Dixie County,"16,323",357,274,"7,579","6,261",715,436,36,30,40,37,3,1,554
Florida,Duval County,"912,043","39,692","41,756","241,209","251,942","126,930","139,728",647,683,"20,112","21,590",394,423,"26,937"
Florida,Escambia County,"309,924","8,700","8,159","99,786","101,114","32,774","34,055",673,660,"4,311","4,424",161,175,"14,932"
Florida,Flagler County,"105,015","5,022","5,458","37,756","40,710","4,975","5,498",145,161,"1,238","1,377",7,7,"2,661"
Florida,Franklin County,"11,675",364,238,"5,197","3,932",958,628,8,3,20,17,42,31,237
Florida,Gadsden County,"46,113","2,173","2,446","7,177","7,840","12,058","13,453",26,39,104,121,12,16,648
Florida,Gilchrist County,"17,191",493,451,"7,757","7,217",581,417,5,5,6,3,0,0,256
Florida,Glades County,"13,197","1,561","1,183","4,432","3,571","1,006",693,337,172,29,24,0,0,189
Florida,Gulf County,"16,018",471,284,"7,134","4,789","1,593","1,097",43,26,59,36,20,10,456
Florida,Hamilton County,"14,238",744,563,"4,391","3,419","2,949","1,906",39,40,0,0,0,0,187
Florida,Hardee County,"27,326","6,356","5,440","6,922","6,014","1,201",963,20,19,90,69,4,3,225
Florida,Hendry County,"39,064","10,734","9,520","6,922","6,174","2,283","1,986",333,259,176,156,28,21,472
Florida,Hernando County,"179,144","10,440","11,375","68,057","73,958","4,144","4,587",228,249,979,"1,089",13,14,"4,011"
Florida,Highlands County,"100,177","9,142","9,734","33,249","35,235","4,409","4,823",137,141,715,791,5,6,"1,790"
Florida,Hillsborough County,"1,351,087","180,978","189,518","331,495","347,559","101,004","108,384","1,170","1,195","25,779","26,842",341,354,"36,468"
Florida,Holmes County,"19,483",287,241,"9,063","7,905",806,631,117,101,20,15,19,13,265
Florida,Indian River County,"147,981","8,757","9,091","53,447","58,869","6,562","6,521",136,146,843,916,0,0,"2,693"
Florida,Jackson County,"48,571","1,326",921,"17,557","14,261","7,181","5,820",187,163,130,135,26,24,840
Florida,Jefferson County,"14,085",337,229,"4,235","3,959","2,756","2,187",35,23,9,12,0,0,303
Florida,Lafayette County,"8,684",723,515,"3,439","2,492",824,482,8,2,0,0,44,43,112
Florida,Lake County,"326,215","23,100","23,839","111,739","120,106","15,718","16,570",520,561,"2,951","3,137",32,35,"7,907"
Florida,Lee County,"700,165","70,008","71,351","233,474","245,600","28,333","29,082",500,531,"5,171","5,424",69,72,"10,550"
Florida,Leon County,"285,890","8,243","9,203","77,895","85,512","41,636","46,176",282,320,"4,555","4,954",31,32,"7,051"
Florida,Levy County,"39,713","1,526","1,640","15,639","16,223","1,649","1,777",46,45,109,116,0,0,943
Florida,Liberty County,"8,347",267,141,"3,850","2,399",990,525,19,10,19,10,0,0,117
Florida,Madison County,"18,518",496,437,"5,095","4,973","4,037","3,134",22,23,92,88,1,1,119
Florida,Manatee County,"363,542","28,122","29,459","126,088","135,115","15,015","16,215",364,394,"3,297","3,516",104,106,"5,747"
Florida,Marion County,"343,778","20,278","22,141","117,628","127,372","20,345","21,965",484,519,"2,399","2,601",74,87,"7,885"
Florida,Martin County,"155,719","10,718","9,796","60,105","62,871","4,407","4,018",153,159,931,"1,004",49,57,"1,451"
Florida,Miami-Dade County,"2,702,602","883,426","939,038","182,395","188,373","212,828","228,344","1,108","1,194","19,760","20,782",263,257,"24,834"
Florida,Monroe County,"76,745","9,409","8,585","27,010","24,603","2,747","2,380",45,42,486,424,0,0,"1,014"
Florida,Nassau County,"78,435","1,466","1,500","33,889","34,732","2,343","2,451",149,151,343,364,4,3,"1,040"
Florida,Okaloosa County,"197,591","8,594","8,468","74,673","72,498","9,568","9,154",560,546,"2,804","2,755",135,149,"7,687"
Florida,Okeechobee County,"40,228","5,484","4,552","13,754","11,982","1,885","1,336",117,125,166,178,33,38,578
Florida,Orange County,"1,290,216","190,947","197,878","265,098","271,547","124,664","132,121",646,679,"32,412","33,336",321,298,"40,269"
Florida,Osceola County,"325,168","82,688","85,086","54,628","56,449","14,781","15,076",367,368,"3,909","4,003",187,203,"7,423"
Florida,Palm Beach County,"1,426,772","149,499","154,372","383,200","415,471","126,221","131,313",512,562,"17,508","19,054",219,207,"28,634"
Florida,Pasco County,"498,136","33,986","35,758","185,150","195,421","12,062","12,663",688,708,"5,748","6,038",154,165,"9,595"
Florida,Pinellas County,"949,842","42,048","44,666","339,706","369,232","45,518","49,275","1,017","1,109","14,951","15,916",355,399,"25,650"
Florida,Polk County,"652,256","66,216","68,015","194,760","202,852","46,782","49,087",777,760,"5,255","5,480",124,126,"12,022"
Florida,Putnam County,"72,435","3,435","3,632","25,790","26,153","5,594","6,110",93,87,207,207,3,4,"1,120"
Florida,Santa Rosa County,"166,778","4,502","4,188","70,077","68,104","5,501","4,075",405,364,"1,622","1,580",113,117,"6,130"
Florida,Sarasota County,"404,839","17,119","18,494","161,275","176,643","8,552","9,417",336,380,"3,104","3,384",24,27,"6,084"
Florida,Seminole County,"449,260","43,497","46,521","135,274","144,382","22,884","24,751",260,281,"9,037","9,660",124,121,"12,468"
Florida,St. Johns County,"226,578","7,001","7,430","92,138","97,235","5,400","5,862",264,278,"2,821","3,012",93,100,"4,944"
Florida,St. Lucie County,"298,763","26,457","27,671","85,862","89,134","27,747","29,687",307,317,"2,736","2,913",199,160,"5,573"
Florida,Sumter County,"116,754","4,235","2,340","47,423","51,496","5,771","2,753",177,136,410,403,23,26,"1,561"
Florida,Suwannee County,"43,814","1,984","1,870","16,838","16,337","2,893","2,930",21,18,29,26,0,0,868
Florida,Taylor County,"22,350",586,323,"8,970","7,085","2,648","2,117",50,47,51,27,23,8,415
Florida,Union County,"15,300",538,289,"6,783","3,904","2,321","1,028",71,27,51,24,0,0,264
Florida,Volusia County,"518,660","32,270","34,350","184,560","193,515","25,605","27,445",693,737,"4,455","4,649",95,91,"10,195"
Florida,Wakulla County,"31,586",670,463,"13,605","11,444","2,884","1,826",54,49,58,58,0,0,475
Florida,Walton County,"63,457","1,994","1,826","26,925","26,564","1,746","1,346",179,157,383,397,56,59,"1,825"
Florida,Washington County,"24,472",484,380,"10,170","8,815","2,157","1,583",156,122,42,31,35,35,462
Georgia,Appling County,"18,471",874,917,"6,312","6,544","1,649","1,646",53,51,74,82,0,0,269
Georgia,Atkinson County,"8,313","1,013","1,029","2,324","2,381",733,747,27,29,0,0,0,0,30
Georgia,Bacon County,"11,279",490,467,"4,128","4,175",795,846,0,0,53,51,12,11,251
Georgia,Baker County,"3,251",82,90,802,892,643,698,2,3,9,9,7,8,6
Georgia,Baldwin County,"45,527",492,493,"12,102","11,962","9,529","9,319",51,62,308,371,34,38,766
Georgia,Banks County,"18,363",605,565,"8,159","8,062",226,234,21,22,109,111,0,0,249
Georgia,Barrow County,"75,099","3,735","3,769","26,950","27,824","4,107","4,194",24,32,"1,331","1,329",0,0,"1,804"
Georgia,Bartow County,"102,623","4,066","4,292","40,008","40,263","5,226","5,538",96,104,468,478,0,0,"2,084"
Georgia,Ben Hill County,"17,272",489,548,"4,722","5,034","2,937","3,305",0,0,12,14,4,3,204
Georgia,Berrien County,"19,014",470,449,"7,672","7,973",958,"1,093",21,24,90,92,0,0,172
Georgia,Bibb County,"153,923","2,297","2,529","29,065","31,429","38,315","44,688",117,120,"1,384","1,519",16,16,"2,428"
Georgia,Bleckley County,"12,779",144,197,"4,124","4,669","1,588","1,952",5,5,11,11,0,0,73
Georgia,Brantley County,"18,411",193,197,"8,404","8,656",279,291,6,6,63,65,10,10,231
Georgia,Brooks County,"15,629",414,454,"4,302","4,563","2,496","2,753",3,3,62,64,2,2,511
Georgia,Bryan County,"34,883","1,138","1,168","12,878","13,018","2,511","2,589",74,78,267,268,0,0,894
Georgia,Bulloch County,"73,742","1,368","1,359","23,280","23,889","10,259","10,779",81,91,529,541,10,7,"1,549"
Georgia,Burke County,"22,645",339,352,"5,091","5,555","5,224","5,881",2,2,28,28,0,0,143
Georgia,Butts County,"23,556",386,330,"8,192","7,485","3,615","3,028",7,6,70,60,0,0,377
Georgia,Calhoun County,"6,503",210,101,"1,299",814,"2,328","1,602",0,0,15,18,0,0,116
Georgia,Camden County,"52,252","1,808","1,497","18,754","17,872","4,899","4,768",163,156,367,353,27,19,"1,569"
Georgia,Candler County,"10,894",616,635,"3,277","3,386","1,253","1,305",38,39,43,43,0,0,259
Georgia,Carroll County,"114,898","3,694","3,955","40,088","41,593","10,232","11,180",142,154,433,451,56,56,"2,864"
Georgia,Catoosa County,"65,870",943,938,"29,201","31,005",704,779,63,71,405,442,10,13,"1,296"
Georgia,Charlton County,"12,963",635,449,"4,524","3,518","1,915","1,363",103,79,56,43,0,0,278
Georgia,Chatham County,"285,506","8,992","8,801","68,509","71,532","52,775","59,613",325,321,"3,508","3,595",142,166,"7,227"
Georgia,Chattahoochee County,"11,096","1,238",456,"4,346","2,205","1,266",715,68,17,206,74,21,3,481
Georgia,Chattooga County,"24,880",597,573,"10,410","10,258","1,458","1,081",9,9,52,54,0,0,379
Georgia,Cherokee County,"235,896","11,605","12,024","92,838","95,521","7,063","7,408",75,78,"2,147","2,251",0,0,"4,886"
Georgia,Clarke County,"123,554","6,387","6,724","32,480","36,148","16,056","17,589",59,61,"2,465","2,751",3,2,"2,829"
Georgia,Clay County,"3,024",70,71,452,463,961,983,0,0,0,0,0,0,24
Georgia,Clayton County,"274,150","17,377","18,732","14,753","16,046","87,043","98,531",313,323,"6,746","7,671",11,11,"6,593"
Georgia,Clinch County,"6,788",167,163,"2,247","2,211",925,931,8,8,18,18,0,0,92
Georgia,Cobb County,"739,072","45,930","48,384","190,649","201,452","92,273","101,692",469,495,"18,107","19,380",139,141,"19,961"
Georgia,Coffee County,"43,048","2,513","2,343","12,786","12,422","6,314","5,704",19,14,151,149,0,0,633
Georgia,Colquitt County,"45,890","4,350","4,319","12,856","13,060","5,119","5,213",73,70,185,194,2,2,447
Georgia,Columbia County,"143,723","4,410","4,535","49,112","51,675","11,458","11,967",162,152,"2,802","2,917",0,0,"4,533"
Georgia,Cook County,"17,190",477,520,"5,370","5,793","2,255","2,414",23,25,45,49,0,0,219
Georgia,Coweta County,"138,015","4,495","4,807","48,335","50,394","11,579","12,385",58,57,"1,194","1,314",6,7,"3,384"
Georgia,Crawford County,"12,385",43,40,"4,663","4,439","1,435","1,446",8,8,68,65,0,0,170
Georgia,Crisp County,"23,005",344,396,"5,544","6,097","4,601","5,320",0,0,120,162,22,24,375
Georgia,Dade County,"16,282",172,180,"7,464","7,808",40,42,54,53,87,95,54,62,171
Georgia,Dawson County,"23,397",487,500,"10,697","11,011",131,136,8,8,33,33,0,0,353
Georgia,DeKalb County,"736,066","32,826","30,870","102,963","110,734","180,950","211,336",782,828,"21,740","22,625",113,116,"20,183"
Georgia,Decatur County,"27,023",724,826,"6,622","7,114","5,515","5,851",16,20,55,59,0,0,221
Georgia,Dodge County,"21,063",379,335,"7,095","6,648","3,169","2,677",3,4,56,56,0,0,641
